263.95,262.69,262.53,262.45,263.1,267.01,264.91,265.74,268.43,269.66,270.65,270.84,270.14,268.97,267.87,266.43,265.14,262.62,262.13,263.06,264.95,264.74,266.96,265.88,269.71,269.1,269.22,268.75,268.37,266.58,264.6,262.16,260.38,260.21,262.8,264.65,264.47,263.68,267.67,267.98,269.02,270.69,271.87,270.89,269.79,268.05,266.06,265.5,265.78,263.36,264.56,265.36,265.21,265.78,268.64,269.45,267.56,268.58,267.5,266.12,264.9,263.37,262.78,263.04,264.45,266.6,268.75,268.77,271.92,273.89,275.32,275.89,276.69,276.75,275.97,274.54,272.79,271.22,269.84,270.26,271.21,272.34,271.82,272.44,273.57,275.98,275.18,274.18,273.2,271.52,269.5,268.1,267.37,268.03,269.65,270.92,272.84,270.33,274.75,277.34
247.09,244.6,244.06,244.83,260.87,258.81,245.24,255.37,225.74,221.08,218.33,223.53,229.65,232.83,222.12,215.64,211.88,206.04,217.44,241.63,247.61,258.04,256.95,251,233.52,233.54,235.35,242.91,245.18,244.73,240.59,240.1,240.78,243.75,248.53,263.5,253.99,253.66,229.12,226.98,219.2,215.37,227.39,230.57,225.51,218.86,215.63,214.17,226.34,215.11,221.84,233.76,256.22,252.39,255.22,236.71,243.27,244.85,246.93,246.74,245.53,245.04,245.63,247.76,252.2,269.16,258.96,259.59,236.76,240.03,237.45,236.66,235.47,236.13,230.57,225.38,222.25,222.21,231.62,243.74,254.14,256.96,262.28,260.84,245.83,246.65,248.36,251.67,254.09,254.93,252.59,251.3,249.05,250.05,256.58,270.71,263.55,264.44,247.24,236.32
331.88,324.85,314.79,304.94,306.47,306.29,258.07,259.16,286.23,299.28,311.11,320.15,326.56,330.29,333.19,332.11,325.36,312.52,295.43,296.78,314.81,278.9,279.38,276.04,292.53,304.41,314.26,322.49,327.24,329.13,329.41,325.33,317.54,308.62,301.93,307.47,271.8,259.53,285,297.49,308.3,319.31,326.46,330.05,331.2,330.32,325.68,314.06,302.54,281.77,265.18,274.69,280.68,274.6,296.02,302.37,313.06,321.29,325.88,329.41,329.64,323.59,316.26,309.11,304.56,307.83,327.61,260.42,287.42,300.38,311.12,320.66,328.95,334.98,338.06,337.93,334.16,325.5,311.56,302.73,313.14,331.76,288.23,279.36,283.62,305.4,314.19,322.85,329.84,333.46,334.31,329.76,322.39,314.4,310.08,311.83,336.58,264.09,264.93,297.53
376.17,379.31,376.18,368.44,358.91,344.27,321.43,291.82,288.99,306.91,319.34,333.42,348.38,362.33,374.7,385.11,390.03,388.63,378.47,368.03,354.92,329.6,307.03,276.91,300.07,310.17,324.59,338.1,350.41,361.83,371.27,376.03,376.41,369.83,359.15,347.39,324.86,287.12,273.83,295.92,313.12,325.8,340.46,354.62,367.04,377.9,383.46,385.31,378.62,362.28,349.19,332.31,312.11,277.67,296.91,309.05,322.28,336.21,349.8,361.59,370.46,375.7,375.93,369.03,359.52,348.33,307.4,301.06,287.1,303.62,316.24,329.6,344.89,359.31,373.17,383.88,391.34,393.09,388.5,377.28,366.32,345.14,322.79,307.86,284.2,311.33,324.06,337.93,351.02,363.42,373.59,379.66,381.99,377.35,370.47,358.85,333.86,309.51,294.38,304.2
170.54,180.4,195.21,210.06,223.43,239.19,254.22,244.28,248.46,238.08,213.69,186.35,171.41,165.61,167.48,170.06,176.4,190.73,200.43,214.87,229.46,242.99,250.18,274.82,243.02,211.21,183.65,165.97,158.79,162.14,166.7,175.8,190.11,202.36,218.12,233.11,246.4,240.26,232.45,236.93,218.19,192.04,174.46,166.59,168.31,170.79,180.58,189.33,199.62,215.97,228.4,242.79,252.13,277.57,246.94,217.98,185.62,166.99,158.07,160.65,168.92,177.51,191.19,205.66,219.59,235.93,243.22,247.41,247.03,242.6,220.97,195.44,178.91,170.87,172.05,177.46,184.44,192.74,203.95,219.24,229.87,243.48,253.84,258.72,277.57,233.54,200.69,178.87,167.56,167.4,173.11,182.55,192.3,205.92,222.12,237.59,249.71,251.11,247.94,246.45
305.92,300.92,295.26,284.26,280.44,268.44,296.23,294.01,288.17,292.12,294.02,296.04,295.87,294.73,293.56,292.07,289.16,284.9,284.8,284.58,276.06,287.81,283.94,293.47,272.06,283.64,286.21,294.81,299.53,302.09,300.94,298.28,295,287.43,268.32,273.59,283.6,294.46,282.4,292.68,294.92,296.13,297.53,296.68,295.53,293,290.52,287.46,287.07,285.97,287.26,289.34,289.93,293.91,276.58,274.5,290.86,293.48,288.11,297.21,299.65,298.15,295.64,290.85,284.46,281.4,284.4,299.32,293.83,297.6,298.97,301.9,303.41,303.9,302.1,299.62,295.86,292.56,291.61,290.57,289.04,290.05,299,300.34,299.64,289.91,291.47,294.42,297.18,303.79,304.14,299.34,292.3,287.5,283.54,283.2,285.96,301.9,302.2,290.51
233.61,231.22,230.08,229.99,230.97,231.97,233.12,234.87,236.55,238.04,238.95,239.53,239.3,238.48,237.24,235.52,233.1,230.55,228.85,227.98,228.16,228.94,230.66,232.25,234.49,235.73,236.01,235.4,234.26,232.65,231.51,230.99,231.34,232.4,233.64,235.67,237.74,239.76,241.72,242.99,243.72,243.8,243.61,242.58,241.09,239.07,236.74,235.2,234.29,233.72,234.18,235.08,236.09,237.34,238.72,239.54,240.22,240.38,240.21,239.53,238.75,237.9,237.28,237.35,237.82,238.9,240.21,241.6,243.54,245.4,247.02,248.18,249.01,249.6,249.54,248.92,248.1,247.19,246.25,245.85,245.73,245.67,245.66,245.97,246.29,247.06,246.98,246.77,246.24,245.35,244.16,242.71,241.49,240.84,240.79,240.92,241.57,242.13,243.72,245.08
293.79,292.57,291.74,292.36,292.22,296.96,299.32,299.94,300.32,301.11,301.39,279.74,279.92,278.89,276.01,273.09,269.94,292.4,293.61,295.33,296.98,298.21,299.55,300.04,300.81,297.65,297.23,296.71,295.9,294.22,291.95,289.94,287.69,288.94,294.14,295.71,297.1,297.52,299.8,301.04,301.65,301.36,280.69,281.76,279.21,275.93,272.98,271.48,270.99,296.22,297.35,298.91,299.8,300.09,300.96,301.7,295.36,288.14,294.97,290.94,290.35,290.93,291.28,292.14,293.99,295.25,296.53,296.74,298.54,299.89,302.43,302.91,303.36,301.45,299.42,295.49,292.99,291.84,291.79,292.79,295.87,298.04,300.45,303.7,307.69,306.26,307.54,307.47,305.8,305.13,304.8,304.1,303.01,302.59,303.91,304.28,305.29,304.94,307.47,308.74
210.32,212.87,218.66,229.55,241.39,254,278.3,292.27,272.74,237.28,223.47,208.47,198.16,194.14,189.55,195.2,200.02,209.84,218.92,234.85,252.82,248.94,248.08,230.2,238.1,225.49,215.15,208.88,204.63,204.83,206.6,210.39,216.11,225.76,238.15,250.78,264.88,293.85,278.44,239.12,223.97,216.52,195.18,191.46,192.28,199.23,201.72,207.93,218.82,230.4,254.62,254.1,249.77,231.04,235.72,228.15,220.69,213.13,209.3,209.96,211.77,214.14,218.16,227.11,239.47,251.57,270.87,294.28,277.42,245.9,230.87,219.78,214.91,212.16,208.91,209.6,212.32,214.68,222.24,234.31,251.38,267.23,255.32,253.83,234.54,236.54,228.26,222.56,216.53,216.42,216.84,218.37,221.64,229.54,240.57,252.9,273.23,301.02,288.34,280.09
225.03,225.11,227.15,229.03,230.48,240.85,245.8,247.3,246.79,246.94,247.23,218.98,212.84,206.29,207.14,207.33,205.48,239.3,239.75,240.1,242.21,243.98,245.67,248.65,248.52,242.34,239.35,237.51,235.54,234.12,233.49,233.51,233.92,234.3,239.39,241.81,243.57,246.45,245.85,247.76,247.95,245.91,212.47,208.96,204.9,203.81,205.7,205.6,206.56,241.35,243.13,244.82,245.73,247.85,248.5,249.71,244.69,242.6,239.11,240.77,238.49,235.15,233.61,233.03,232.23,231.08,233.12,235.84,235.65,236.36,238.06,240.78,241.29,237.86,233.87,230.05,228.72,228.81,230.13,231.89,233.94,238.2,243.25,248.33,254.39,249.78,251.9,253.42,254.57,255.94,256.1,252.36,249.61,247.64,248,248.68,250.99,254.07,256.77,256.01
